_unit_id,positivity,date,headline,text,,,
842614105,4,8/11/06,Politics & Economics: Economists Cut GDP Outlook As Oil Prices Remain a Concern,"The Federal Reserve cited moderating growth when it paused in its rate-increase campaign this week, and concerns about the economic outlook seem to be growing among economists.</br></br>This month's WSJ.com economic-forecasting survey showed projections for gross domestic product and employment growth were cut, while forecasts for consumer prices and oil prices were lifted. Economists continued to nudge higher their estimates of the probability of a recession over the next 12 months; on average, they put the likelihood at 26%, up from 20% in June and 15% in February.</br></br>Economists, on average, forecast GDP growth at a 2.8% annual rate for the third quarter, the first time their forecast for that quarter has been under 3% since the economic-forecasting survey first asked about the period in November 2005. While their forecast is slightly above the 2.5% real GDP growth recorded in the second quarter, it is well below the 5.6% growth in the first quarter and average annual growth rate of 3.2% from 2003 to 2005. The economists forecast growth slowing to a 2.6% rate in the fourth quarter, and staying at that rate for the first half of 2007. GDP is the broadest measure of economic output.</br></br>""The economy has definitely slowed below trend,"" said Ethan Harris at Lehman Brothers. ""Second-quarter GDP is soft, employment numbers are coming in soft and the housing market is finally softening.""</br></br>Oil prices remained at the forefront of concerns, as 43% of economists -- 20 of the 46 who answered the question -- indicated higher costs presented the biggest risk to their GDP outlook. At the same time, the average year-end forecast for crude-oil prices was lifted to $69.50 a barrel. That is up by more than $4 since the last survey, conducted in June, but below the recent level of oil prices, which have traded in the mid-$70s this week. The economists expect prices to drop to $65.25 by next June.",,,
842614106,7,4/2/11,DJIA Opens the Quarter With a Win,"NEW YORK -- The Dow Jones Industrial Average kicked off the second quarter by touching the highest point since the summer of 2008, as investors were heartened by signs of stronger job creation in the U.S. and the lowest jobless rate in two years.</br></br>The Dow industrials rose for a second week in a row and finished Friday with an advance of 56.99 points, or 0.5%, at 12376.72. The intraday high of 12419.71 was the highest point since June 6, 2008. The measure was led by Caterpillar, which rose $1.77, or 1.6%, to $113.12, and General Electric, which leapt 29 cents, or 1.5%, to 20.34.</br></br>The Standard & Poor's 500-stock index rose 6.58, or 0.5%, to 1332.41, led by industrial and financial stocks. The Nasdaq Composite Index rose 8.53, or 0.3%, to 2789.60. Each also posted a second consecutive weekly win.</br></br>""The unemployment rate and payroll numbers were key barometers to assess the recovery,"" said Wasif Latif, vice president of equity investments at USAA Investment Management Co. ""It's another key data point that confirms that the economic recovery is underway.""</br></br>Federal Reserve policy got more attention after Philadelphia Fed President Charles Plosser said the central bank may have to tighten soon, and aggressively, though New York Fed President William Dudley, one of the main advocates of easy monetary policy to support the economy, warned against premature tightening.",,,
842614111,5,4/21/09,U.S. News: Fed's Kohn Says Recovery Possible in '09,"Federal Reserve Vice Chairman Donald Kohn said Monday that the pieces were falling into place for a modest economic recovery this year, with some chance it could be stronger than expected.</br></br>""The crosscurrents in the recent data and a bit more favorable financial news of late stand in contrast to the uniformly bleak picture of a few months ago,"" Mr. Kohn said. The developments ""may be an early indication"" that the economy's contraction is slowing and it will stabilize later this year, he said.</br></br>After Fed Chairman Ben Bernanke, Mr. Kohn is the most influential Fed board member. His comments, coming just before next week's Federal Open Market Committee policy meeting, suggest that the view among Fed officials has improved in recent weeks.</br></br>Mr. Kohn, in a speech earlier this month, had said, ""We are not out of the woods yet,"" a sign of the reluctance of officials to read too much into glimmers of improvement.</br></br>With the outlook still uncertain, and the economy burdened by considerable slack, it's too early for the Fed to begin considering pulling back its rescue programs for the U.S. economy. Still, Mr. Kohn's comments suggest Fed policy makers may nod to the improved tone in economic data in the statement they are scheduled to release next week.",,,
842614112,3,8/23/95,U.S. Budget Deficit For '95 Projected To Decline by CBO,"WASHINGTON -- Thanks mostly to better-than-anticipated economic conditions, the fiscal 1995 federal budget deficit is projected to be $13 billion less than earlier projections, the Congressional Budget Office said.</br></br>The CBO's new $161 billion deficit projection is roughly in line with the $160 billion projection the Clinton administration released last month for the fiscal year ending Sept 30. If it meets expectations, the deficit would be the smallest since 1989. As a percentage of the nation's total economic output, or gross domestic product, the deficit, at 2.3%, would be the smallest since 1979, the CBO said.</br></br>The revised figures were reported as part of the CBO's midyear economic and budget update.</br></br>In keeping with previous predictions, the CBO said the deficit would begin to increase again starting next year, rising to $189 billion in fiscal 1996. The 1996 deficit projection is $21 billion lower than earlier projections. Without efforts to reduce federal spending, as have been proposed by congressional Republicans, the deficit would reach $350 billion by 2002, the CBO said.</br></br>The 1995 and 1996 deficits are expected to come in lower than anticipated largely due to factors such as declining interest rates, which the CBO said are expected to be about a full percentage point lower than previously forecast. On the other hand, the CBO said, ""legislation adopted so far this year has scarcely affected budget totals.""",,,
842614114,7,12/6/05,Treasury Prices Fall as Investors React to Solid Economic Data,"Dow Jones Newswires</br></br>NEW YORK -- U.S. Treasurys attracted further selling yesterday, as investors reacted to the recent string of solid economic reports.</br></br>In late trading, the 10-year note was yielding 4.57%, near its high for the session of 4.58%. A week ago the 10-year tested 4.39%, and since then data casting the economy in sound shape has pushed yields higher.</br></br>""The economy is cruising along at a good clip, and people think rates should move a little higher,"" said John Roberts, managing director at Barclays Capital in New York.</br></br>In the latest round of data, the Institute for Supply Management's nonmanufacturing index, which is comprised mostly of services, moved to a reading of 58.5 last month, from 60.0 in October. Readings above 50 indicate expansion, and the result for November was roughly in line with the pullback to 59.0 expected by economists.",,,
842614115,7,3/30/99,"The First 10,000 Points -- Heard on the Street: Bulls Say a Heated Market Could Get Even Warmer","Where do we go from way up here?</br></br>Some investors get vertigo peering down from the lofty height of Dow 10000.</br></br>But to the standard-bearer of the bull market, Goldman Sachs chief U.S. strategist Abby Joseph Cohen, the horizon looks clear for further gains.</br></br>""This is an economy that is doing quite well and we think will support an increase in stock prices,"" says Ms. Cohen, who marked Dow 10000 sipping tea in her office. ""But we don't think that the increase in stock prices will be at the same high rate. We are still quite bullish, but we aren't quite as exuberantly bullish.""</br></br>She says stocks have the green light unless government, corporations and individuals stop making the ""sensible decisions"" that have transformed the economy.",,,
842614116,7,1/15/87,"Futures Markets: Dollar's Plunge Ignites Rallies in Gold, Stock-Index, Foreign-Currency Contracts --- A Wall Street Journal News Roundup","The dollar's continued rapid descent buoyed spirits in commodity and other futures trading pits around the country, igniting sharp price rallies in gold, stock-index and foreign-currency futures and contributing to grain and sugar futures rallies.</br></br>Gold prices rose almost $7 to nearly $420 an ounce. Stock-index futures tracked the stock market's surge, where the Dow Jones Industrial Average gained more than 22 points. Sugar prices spurted 3/8 cent a pound at one point and some soybean futures prices closed nearly four cents a bushel higher.</br></br>""With the dollar crashing, there's a new fear that there will be a rush back to gold once again,"" said Scott Mondry, bullion trader at Republic National Bank of New York. Added William O'Neill, research director for Elders Futures Inc., ""Gold traded tick for tick with the currencies the entire day.""</br></br>On the Commodity Exchange in New York, gold contracts for February delivery surged $6.90 an ounce to $419.20 on heavy volume. Silver futures prices on the Comex rose 5.5 cents an ounce to $5.64. Meanwhile, platinum contracts for January delivery on the New York Mercantile Exchange rose $6.30 to $537 an ounce.</br></br>""Currency euphoria was the sole propellant,"" said a gold trader in New York.",,,
842614119,5,10/26/84,Business and Finance,"FINANCIAL CORP. of America reported a 97% decline in net income for the third quarter to $1.2 million. The S&L firm had a $6.8 billion deposit outflow in the period and delinquent loans grew to 4.1% of total assets from 3.5% at June 30.</br></br>A federal budget deficit of $175.34 billion for fiscal 1984 was posted by the U.S. The gap was narrower than fiscal 1983's record $195.35 billion deficit, but huge by historic standards.</br></br>---</br></br>IBM introduced computer-software programs that will enable it to offer complete packages uniting computers, word processors and terminals into computer networks. Separately, the company said it proposed to make Personal Computers in Mexico.</br></br>---",,,
842614125,7,10/10/88,Has the Bull Just Been Sleeping?,"Most commentators have concluded that stock prices were so high in August that they inevitably brought about a crash that ended the bull market. The price-earnings ratio was 22.1, certainly high. But compare prices at the end of other bull markets: for instance, in 1961 the Dow Jones P-E reached 24.2. The Dow then climbed another 32% in the next four years after a falloff of its own in 1962.</br></br>And looking at the Dow Jones does not tell the whole story. In August 1987 it happened that many of the Dow stocks were those with the highest P-Es. But this has not always been the case in the past. In 1969 when the Dow had a P-E of 17, IBM (not then in the Dow) was 42 times earnings, Xerox was at 48 times, Avon 57 times, and Polaroid was actually at 71 times its earnings. Did August even begin to compare?</br></br>Another important method of telling whether the stock market is overpriced is to compare the total value of stocks with the nominal gross national product. At the August peak the value of stocks was 95% of GNP. This is high, but at the 1929 market peak it was 170% of GNP. For the market to have been that high in August, the Dow would have been at 4,627.</br></br>Another method of determining how high prices are is to take a previous high and adjust it for inflation. In 1966 the Dow hit an intra-day high of 1,001. Adjusting that figure for inflation today gives approximately 3,540, or a full 30% above the August peak.</br></br>Thus three significant stock-price indicators show that prices were not so high in August that the bull market had to come to an end. But the reasons to doubt the current bear-market consensus go beyond that line of analysis.",,,
842614128,8,5/16/89,New T-Bill Rates Fall to Lowest Level Since Late 1988,"NEW YORK -- Interest rates on new short-term Treasury bills tumbled to their lowest levels since late last year.</br></br>But bills still are extremely popular among individual investors, partly reflecting fears that recent surges in both stocks and bonds may be short-lived. Individuals bought especially large amounts of new three-month bills yesterday at the government's regular weekly auction.</br></br>The average rate on these new bills dropped to 8.21%, the lowest since December and down from 8.41% at last week's sale. That translated into a bond-equivalent yield of 8.50%, down from 8.71% last week. As recently as the end of March, similar bills yielded nearly 9 1/2%. But most other rates and bond yields ended at about the same levels as on Friday.</br></br>Both stock and bond prices soared Friday after the government reported an unexpectedly small 0.4% rise in producer prices last month. That, coupled with growing signs of slower economic growth and the dollar's recent strength, sparked speculation that the Federal Reserve will ease credit at a meeting in Washington, D.C., today.</br></br>However, that speculation now appears wrong. Government officials said late yesterday in interviews with The Wall Street Journal that the Fed probably won't ease short-term interest rates at today's meeting because of continued concern about inflation.",,,
842614129,7,7/5/91,Economists Say Recession Is Ending with a Whimper,"NEW YORK -- Economic storm clouds are clearing, but the streets are still slippery.</br></br>That's the midyear consensus of 40 economists surveyed by The Wall Street Journal. Although the recession is ending, they say, the recovery will be much weaker than the typical rebound since World War II. Many predict little or no change in the unemployment rate over the next several months.</br></br>Indeed, many analysts say the difference between recovery and recession will be so subtle that people who aren't economists may have difficulty seeing it.</br></br>""A lot of business people are saying to me: What recovery?"" says Stuart Hoffman, senior vice president at PNC Financial Corp. in Pittsburgh. That's likely to remain a reasonable question all year, he says, because there are ""many speed bumps that will keep us moving very slowly on the road to recovery.""</br></br>Stiff tax increases imposed by many state and local governments this year are among the economic speed bumps Mr. Hoffman and many other analysts cite. They also point to the nation's low savings rate, and the huge debts amassed by consumers, businesses and government in the 1980s. And many predict defense spending and commercial construction will remain weak, and that U.S. export growth will be slow because of economic woes abroad.",,,
842614143,2,11/24/99,Stocks Fall As Investors Take Profits,"Investors pulled back ahead of the Thanksgiving holiday, selling highflying technology names and other stocks in order to take profits.</br></br>The hot, tech-driven Nasdaq Composite Index broke its recent streak of records, falling 49.69 points, or 1.46%, to 3342.87. Amid continuing fears of inflation and rising interest rates, the Dow Jones Industrial Average fell 93.89, or 0.85%, to 10995.63, slipping below the 11000 level. The blue chips still are up almost 20% for 1999, and the Nasdaq composite is up more than 52%.</br></br>The declines hit almost every stock group except airline stocks, which benefited from plans for a fare increase. Bonds and the dollar were mixed.</br></br>""It was just a breather in technology after a remarkable string of new highs,"" noted Robert Harrington, co-head of listed block trading at PaineWebber. But ""the way some of the interest-rate sensitive indexes have been acting has given some people cause for concern,"" he said, adding, ""You're heading into the last month of the year and performance has been fantastic. It could be sideways to down for a while here.""</br></br>Interest-rate worries were reflected in bank stocks, which fell for a fifth straight trading day, and in the Dow Jones Utility Average, which now is down more than 15% from its June record.",,,
842614147,6,11/23/14,"What Big Economies Got Right, or Wrong, After Crisis; Why the U.S. and U.K. Have Fared Better Than Japan and Europe","The divergent policy paths taken by the world's advanced economies provide lessons for global leaders navigating difficult post-crisis environments.</br></br>The U.S. and U.K. appear to have gotten something right, while the eurozone and Japan have fumbled. Unemployment rates after the crisis peaked at 10% in the U.S. and 8.5% in the U.K., and are down to 5.8% and 6%, respectively. The eurozone rate has climbed in the past few years to 11.5%, while Japan's economy has fallen back into recession.</br></br>The American and British central banks embraced aggressive easy-money policies early on. Japan lurched toward consumption-tax increases to restrain budget deficits, while Europe moved slowly in addressing weaknesses in banks and stuck to a course of fiscal austerity.</br></br>Here are three lessons from this inadvertent experiment in post-crisis policy-making:</br></br>Quantitative easing helps address a long-standing economic riddle. What can central banks do to help the economy after short-term rates hit the ""zero lower bound?"" When rates are near zero, central banks lose a tool typically employed when the economy is weak: short-term interest-rate cuts. Rate cuts spur borrowing, spending and investment, helping to smooth out the economic cycle by bringing forward activity from a more optimistic future during depressed times.",,,
842614148,7,4/29/11,HCL Technologies Expects Deal Wins to Boost U.S. Sales,"Author: Dhanya Ann Thoppil</br></br>BANGALORE -- India's HCL Technologies Ltd. expects the improving economic climate in the U.S. and recently won large orders to spur revenue growth in its largest outsourcing market in April-June, after a blip in sales growth from the region in the just-ended quarter.</br></br>""The overall economic environment in the U.S. is looking positive and that should be reflected accordingly [in the ongoing quarter's revenue],"" HCL America Inc. President Shami Khorana said in a recent interview.</br></br>HCL Technologies is India's fourth-largest software exporter by sales and gets more than half its revenue from the U.S.</br></br>But even as the U.S. grapples with a bloated fiscal deficit and political discord on tackling the mounting debt, Mr. Khorana expects clients' technology spending to gather pace, taking cues from positive economic data such as the rising stock market and climbing pending home sales.",,,
842614151,7,2/12/99,"Recovery at Philips Electronics Stalls Amid Crises, U.S. Setback","Philips Electronics NV's two-year financial recovery ground to a halt as the company reported an 853 million guilder ($437 million) operating loss for the fourth quarter.</br></br>The economic crisis in Asia and parts of Latin America, as well as a costly fiasco in the U.S. mobile phone market, took a big toll on Philips's results, reversing a 1.16 billion guilder operating profit in the yearearlier quarter. The loss partly reflects two billion guilders in charges and provisions taken to cover such problems.</br></br>Reflecting the difficult market conditions, sales fell 6% to 19 billion guilders from 20.3 billion guilders. Net income, however, jumped to 10.32 billion guilders from 2.67 billion guilders, buoyed by onetime gains largely related to the sale of Philips's 75% stake in PolyGram NV to Canada's Seagram Co.</br></br>Philips warned that it expects to report lower earnings during the first two quarters of this year, while a possible recovery would have to wait until the second half of the year. Philips will ""return to double-digit growth of earnings per share"" in 1999, Chief Executive Officer Cor Boonstra vowed at a news conference in Amsterdam.</br></br>Analysts said Philips still has plenty of upside potential left. While its entry into the mobile phone market proved disastrous, the company has gained consumer electronics market share in Asia, bolstered its brand name in the U.S., expanded a highly succesful semiconductor business and bolstered its balance sheet by disposing of noncore businesses such as PolyGram.",,,
842614157,3,7/31/97,"Bond Rally Lifts Stocks To Records --- Yield Drops to 6.322% On U.S. 30-Year Issue, Delighting Investors","The continuing rally in Treasury bonds drove stocks to new highs.</br></br>The Dow Jones Industrial Average jumped 80.36 points to a record 8254.89 while Standard & Poor's 500-stock index rose 10 points to a record 952.29. The Nasdaq Composite Index surged 15.73 to a record 1588.05 as technology stocks shook off their recent malaise.</br></br>With the yield on the Treasury's benchmark 30-year bond falling to 6.322%, the lowest level this year, stock-market investors were ebullient. The bond's price rose 25/32 point, or $7.81 for each $1,000 in face amount, to 103 29/32.</br></br>""When the bond market is happy, the stock market is ecstatic,"" says Bill Meehan, a market analyst at Prudential Securities.</br></br>Further interest-rate declines may follow today's release of data on second-quarter gross domestic product. The market consensus calls for an annualized gain of 1.9%, a far cry from the torrid pace of economic growth seen in the first quarter, when GDP soared at an annualized 5.9% pace. Any figure falling below that consensus estimate could trigger another sharp rally in both stocks and bonds, traders say.",,,
842614158,5,12/18/13,Low Inflation Tests World's Central Banks --- Subdued Prices Persist Despite Years Of Easy Money,,"Inflation is slowing across the developed world despite ultralow interest rates and unprecedented money-printing campaigns, posing a dilemma for the Federal Reserve and other major central banks as they plot their next policy moves.</br></br>U.S. consumer prices rose just 1.2% in November from a year earlier, according to Labor Department data released Tuesday. The subdued price data came as the Fed opened a two-day policy meeting at which the fate of its $85 billion-a-month bond-buying program -- an effort to hold down long-term interest rates and drive up the value of homes, stocks and other assets -- is a central focus.</br></br>Meanwhile, annual inflation in the euro zone was 0.9% in November, the European Union's statistics office said Tuesday. And central banks in Sweden and Hungary cut interest rates, the latest efforts elsewhere in Europe to boost struggling economies as inflation remains low.</br></br>The downward pressure on prices presents a conundrum for policy makers across advanced economies: Should they respond with even easier monetary policy or dismiss it as a temporary development?</br></br>Central bankers worry about inflation falling too low because it raises the risk of deflation, or generally falling prices, a phenomenon that is difficult to combat through monetary policy. Some economists believe weak or falling prices can lead consumers to delay major purchases, exacerbating an economic slowdown. Even without deflation, very low inflation can be a sign of weak demand that weighs on wages, corporate profits and growth.",,
842614162,5,4/23/01,Bond Investors Fear That Federal Reserve Moves To Lift Economy Hurt Treasurys in Long Term,"NEW YORK -- The prospect that the Federal Reserve could avert a recession through its aggressive easing of monetary policy is tolling a bearish knell for Treasurys.</br></br>Last week, the Fed unexpectedly cut interest rates by a half percentage point, its fourth rate reduction of that size this year. That pushed the Federal funds rate, or overnight bank lending level, down to 4.5%.</br></br>Bond investors always fear that returns on fixed-income securities such as Treasurys could be eroded in the long term if stronger growth is accompanied by higher inflation. Thus, in their view, what's good for the economy isn't necessarily healthy for the Treasurys market.</br></br>Reflecting such fears, the 30-year Treasury bond Friday ended at about its highest yield of the year so far, or 5.793%. Its price, which moves inversely to its yield, was down 3/32 point from late Thursday at 94 1/32.</br></br>Meantime, the benchmark 10-year Treasury note was down 2/32 point, or 62 cents per $1,000 face value, at 97 26/32. Because of the small change in price, its yield ended unchanged from Thursday at 5.279%.",,,
842614165,3,4/27/05,"Stocks Fall on Disappointing Earnings, Confidence Report","STOCKS SLIPPED on a disappointing consumer-confidence report and mixed news from component companies of the Dow Jones Industrial Average.</br></br>The Dow fell 91.34 points, or 0.9%, to 10151.13, as DuPont was hurt by disappointing earnings and Hewlett-Packard's stock was pushed down by industrywide worries about the demand for printers. And American International Group was pummeled by mounting legal concerns, including heightened interest by New York state regulators regarding the insurer's booking of premiums on workers' compensation coverage.</br></br>Those developments overshadowed a 1.1% rise in International Business Machines shares, to $75.43, after the computer maker announced a $5 billion share buyback and a dividend increase.</br></br>Other stock indictors also weakened. The Nasdaq Composite Index lost 1.2%, or 23.34 points, to 1927.44. The Standard & Poor's 500-stock index ended at 1151.74, off 0.9%, or 10.36 points.</br></br>The Conference Board's consumer-confidence index fell to 97.7 this month, worse than the consensus expectation of 98.0 in a survey of economists by Dow Jones Newswires and the worst in five months.",,,
842614169,3,3/16/11,U.S. News: Food Stamps Surge in West --- Sharp Rise Since Bottom Fell Out of Region's Boom Clashes With Go-It-Alone Ethos,"BOISE, Idaho -- Before the recession hit, Idaho, Nevada and Utah had some of the lowest rates of food stamp use in the nation. It was a boom time in a region that has always prided itself on self-reliance and a disdain for government handouts.</br></br>But since the recession began, these three states have the fastest growth rates in the nation of participation in the federal program, recently released figures show. Utah saw a nearly 34% jump in food-stamp participation in December from the same month a year earlier, according to the U.S. Department of Agriculture. Nevada had the second fastest growth rate at 25%, followed by Idaho at 24%.</br></br>For the fiscal year ended Sept. 30, those three states plus Wyoming ranked among the top 10 in food-stamp growth, with Idaho leading with a 42% jump from 2009, according to USDA figures.</br></br>It's a striking shift for the area, reflecting a post-boom fallout that has been compounded by the many new residents drawn to the region by a hot economy who lacked a support network when jobs disappeared.</br></br>""This is a pick-you-up-by-the-bootstraps type of state, which is why the food-stamp participation has [historically] been low,"" said Rose Andueza, program manager of Idaho's Division of Welfare. ""But I think now people have just run out of options.""",,,
842614176,3,1/10/95,Heard on the street: Some analysts are still bearish on bank stocks even though they may seem to be enticing,"NEW YORK -- Major bank stocks are down 10% since August because of the rising interest rates that skewered the bond market last year. So are they bargains now, if rates are leveling off?</br></br>Some investors think so, but not analyst Lawrence Vitale of Bear Stearns. In fact, in an opinion that goes against accepted wisdom in some corners of Wall Street, Mr. Vitale yesterday morning sent the firm's clients a clear, startling message:</br></br>This is ""Bank Hell,"" he declared.</br></br>Intensified competition and continued rate increases will pummel the banks throughout 1995, Mr. Vitale warned. ""We believe that we are in a bear market for bank stocks, despite the continued strong industry fundamentals,"" he said in his commentary (which actually is a summary of a report issued just before the holidays that got little attention on Wall Street).</br></br>Even though bank stocks have declined to more-tempting levels, the Bear Stearns analyst added, ""we believe there is further downside potential as earnings weakness in 1995 becomes more visible.""",,,
842614179,5,12/22/86,Business and Finance,"OPEC LAUNCHED a major effort to regain control of world oil markets and force prices upward. Twelve of the 13 members agreed to cut production and to sell their oil at fixed prices averaging $18 a barrel. Analysts were split on OPEC's ability to succeed with the new strategy.</br></br>Consumer prices edged up 0.3% in November, suggesting inflation remains well under control. More than a third of the increase reflected higher costs for cars and auto financing. The overall inflation rate, now about 1%, is expected to be 3%-4% next year.</br></br>---</br></br>Christmas sales are running below the modest expectations of many retailers. The softness raises the prospect of widespread price cutting during these final shopping days.</br></br>---",,,
842614180,4,7/6/14,"As Food Prices Rise, Fed Keeps a Watchful Eye; Central Bank Officials Sometimes Look Past Food-Cost Increases","U.S. food prices are on the rise, raising a sensitive question: When the cost of a hamburger patty soars, does it count as inflation?</br></br>It does to everyone who eats and especially poorer Americans, whose food costs absorb a larger portion of their income. But central bankers take a more nuanced view. They sometimes look past food-price increases that appear temporary or isolated while trying to control broad and long-term inflation trends, not blips that might soon reverse.</br></br>The Federal Reserve faces an especially important challenge now as it mulls the long-standing dilemma of what to make of the price of a pork chop.</br></br>As Fed officials debate when to start raising short-term interest rates to prevent the economy from overheating and causing inflation, Fed Chairwoman Janet Yellen has signaled she wants to take her time.</br></br>Broad measures of inflation have been running below the Fed's 2% target for more than two years, but show signs of picking up. And the unemployment rate has fallen to 6.1% from 7.5% a year ago, which suggests that slack in the labor market is diminishing and the risk of overheating is gradually rising.",,,
842614181,4,8/18/05,"Producer Prices Jumped 1% in July; Energy and Car Costs Soar, But Economists Fail to See Signals of Broad Inflation","WASHINGTON -- Wholesale prices in July jumped by the largest amount in nine months, boosted by a surge in the cost of cars and energy.</br></br>But economists expressed little concern that the higher prices producers are paying signal broad inflation.</br></br>The producer-price index for finished goods rose 1% last month, the Labor Department said. The index was flat in June.</br></br>Much of the overall monthly increase reflected a 4.4% rise in energy prices, led by a 10.9% jump in gasoline prices and a 3.7% rise in the cost of natural gas.</br></br>The reported rise in wholesale prices contributed to a sharp oil- price drop on commodities markets yesterday, amid concerns that the two-year surge in prices could finally be cutting into demand for petroleum products like gasoline. Crude-oil futures for September delivery settled at $63.25, down $2.83, on the New York Mercantile Exchange.",,,
842614184,7,12/23/92,Dollar Shoots Higher after Official Comments on Falling German Rates,"NEW YORK -- The dollar shot higher after Bundesbank President Helmut Schlesinger said that long-term interest rates in Germany could drop more than a percentage point from current levels.</br></br>The U.S. currency also was aided by exceptionally thin market conditions, which provided little resistance to the dollar's rise. And, as the dollar broke above key levels on the technical charts, additional buying kicked in, observers said.</br></br>The Canadian dollar, meanwhile, continued to strengthen, despite a further slip in the country's interest rates. Although the currency's long-term fundamental outlook remains questionable, most traders and analysts said the currency's mainstay is strong year-end demand for Canadian fixed-income instruments.</br></br>Late in New York, the dollar was quoted at 1.5895 marks, up from 1.5690 marks late Monday and at 123.75 yen, up from 123.10 yen. Sterling was trading at $1.5370, well below $1.5580 Monday.</br></br>""Schlesinger really set the tone"" for the dollar's rally, said Michael Wissell, director for corporate foreign exchange at Toronto Dominion Bank. ""And we really haven't looked back,"" he added.",,,
842614191,3,12/14/11,Crude Plunges Under $96,"Crude-oil futures fell below $96 a barrel Wednesday after members of the Organization of the Petroleum Exporting Countries agreed to maintain their total production level and warned about lower economic growth next year.</br></br>Gasoline futures also fell sharply, as a U.S. government report showed that supplies last week climbed more than expected, pulling prices for the fuel down by 4%.</br></br>In recent trade, crude-oil futures for January delivery dropped $4.55, or 4.5%, to $95.59 a barrel on the New York Mercantile Exchange after tapping a low of $95.39.</br></br>At a meeting in Vienna on Wednesday, OPEC said members will maintain their current total production of 30 million barrels per day, including production from Libya, which has been ramping up to pre-civil-war levels.</br></br>The group noted that downside risks facing the global economy continue to include ""the sovereign debt crisis in the euro zone, persistently high unemployment in the advanced economies and inflation risk in the emerging economies.""",,,
842614192,6,2/26/85,"Blue-Chip Stock Prices Rebound To Close Higher, but Others Fall","Prices of blue-chip stocks ended higher, but a late-afternoon advance wasn't enough to wipe out earlier losses in the rest of the market.</br></br>The Dow Jones Industrial Average closed 1.66 points higher at 1277.50, after retracing a loss of nearly eight points. However, on the New York Stock Exchange, 1,115 issues declined and 487 rose. Volume contracted to 89.7 million shares from 93.7 million shares Friday.</br></br>The broader market averages closed lower. Standard & Poor's 500-stock index fell 0.13 to 179.23, while the Big Board's composite index eased 0.19 to 103.82. In the over-the-counter market, which is viewed as an indicator of individual investors' action, the declines were even more pronounced. The Nasdaq OTC composite index fell 2.23 to 283.95.</br></br>Concern about interest rates moving higher has damped spirits in the equity market in recent sessions. A sharply weaker bond market at the start of yesterday's session, combined with a soaring dollar and more profit-taking by investors, contributed to an early decline in stock prices. Both bonds and stocks rebounded when the key rate on federal funds, reserves that banks lend each other, fell during the session.</br></br>Eugene Peroni, director of technical research at Bateman Eichler, Hill Richard in Los Angeles, noted that the 1270 level on the Dow Jones Industrial Average has generally provided some support for stocks as some buyers usually come into the market at that point.",,,
842614195,7,2/28/84,Most Rates Edge Higher on Nervousness That Fed May Tighten Credit Grip Soon,"NEW YORK -- Most interest rates edged higher yesterday amid nervousness that the Federal Reserve System may tighten its credit clamp soon in an effort to keep the economy from overheating.</br></br>The economy's strong performance in January, coupled with rapid money-supply growth in recent months, has prompted many analysts to predict that the Fed will adopt a tougher credit stance, pushing up interest rates.</br></br>""There is a pretty strong consensus right now that the next move by the Fed will be a tightening move,"" said Edward J. Sawicz, a vice president and economist at Discount Corp. of New York, a securities firm.</br></br>Some analysts contend that the Fed may already be moving toward a more restrictive credit policy. ""There is some possibility that the Fed may be tightening already,"" said Elliott Platt, a senior vice president and economist at Donaldson, Lufkin & Jenrette.</br></br>The interest rate on federal funds, which often provides clues to changes in Fed policy, has risen in recent days. Yesterday the rate hovered between 9 5/8% and 9 3/4%, up from an average of 9.6% in the week ended Wednesday. Federal funds are reserves that banks lend one another overnight.",,,
842614201,3,11/4/91,Employment Eased in October After Two Gains --- Report Indicates Recovery Is Faltering,,"WASHINGTON -- The government's report that employment declined in October is the sharpest evidence so far that the economic recovery is faltering.</br></br>After two months of modest increases, payrolls fell by 1,000 jobs in October, the Labor Department said. The unemployment rate inched up by one-tenth of a percentage point to 6.8%.</br></br>Service industries, including the unstoppable health-care business, continued to add workers in October. But employment declined in construction, manufacturing and retailing.</br></br>The government also reported Friday that its primary forecasting gauge, the index of leading economic indicators, dropped 0.1% in September, the first decline since January.</br></br>""The recovery continues to wobble like a kid learning to ride a bicycle,"" said John Albertine, a Washington economist. ""The employment numbers were disappointing.""",,
842614204,5,6/30/00,"Key Inflation Gauge Is Revised Upward, Despite More Signs Economy Is Cooling","WASHINGTON -- Inflation is running higher than previously thought, even as more signs emerge that growth is slowing.</br></br>The Commerce Department said the personal-consumption-expenditures price index rose 3.5% in the first quarter on a seasonally adjusted annualized basis, revised upward from a preliminary report of a 3.1% rise. The index, a key inflation gauge, rose 2.5% in the 1999 fourth period.</br></br>The department also said gross domestic product grew at an annual rate of 5.5% in the first quarter, revised upward from an increase of 5.4%. The fourth-quarter growth rate was a scorching 7.3%.</br></br>A separate department report showed that sales of new single-family homes fell again in May, another indication that the housing market may be softening after a series of interest-rate increases.</br></br>Federal Reserve Chairman Alan Greenspan has indicated that the personal-consumption-expenditures price index is one of the best measures of inflation and is among those he watches most closely. The Fed's policy-making committee chose not to raise interest rates after its meeting Wednesday, although it released a statement citing ""heightened inflation pressure"" as cause for concern.",,,
